Title,Authors,Abstract,Publication Year,Venue,Publisher,Volume,Issue,Pages,DOI,Eprint,Citations,URL,Cited By
Intrusion detection systems in internet of things and mobile Ad-Hoc networks.,"['V Ponnusamy', 'M Humayun', 'NZ Jhanjhi']",an IDS agent responsible for monitoring and deciding intrusions in its local node. A cluster   to collect intrusion data from its member nodes and deciding on the response event. In some,2022,Computer Systems …,,,,,,,43,https://www.academia.edu/download/71592768/pdf.pdf,"/scholar?cites=16048976971595467062&as_sdt=5,33&sciodt=0,33&hl=en"
Improving the Performance of Machine Learning‐Based Network Intrusion Detection Systems on the UNSW‐NB15 Dataset,"['S Moualla', 'K Khorzom', 'A Jafar']",The former was a model of binary classification based on a decision tree to detect benign  and  Elimination (RFE) and SMOTE to take precise decisions to categorize the abnormal flow.,2021,Computational Intelligence and …,,,,,,,76,https://onlinelibrary.wiley.com/doi/abs/10.1155/2021/5557577,"/scholar?cites=5118752268451129515&as_sdt=5,33&sciodt=0,33&hl=en"
An Improved K‐Means Clustering Intrusion Detection Algorithm for Wireless Networks Based on Federated Learning,"['B Xie', 'X Dong', 'C Wang']",k-means clustering intrusion detection algorithm based on Federated Learning for the  wireless network. This algorithm is combined with three-way decision ideas and introduced a,2021,Wireless Communications and Mobile …,,,,,,,8,https://onlinelibrary.wiley.com/doi/abs/10.1155/2021/9322368,"/scholar?cites=2936420666314451807&as_sdt=5,33&sciodt=0,33&hl=en"
An integrated decision system for intrusion detection,"['L Wang', 'H Xiao']","intrusion patterns in some network environments. In this paper, an integrated decision system  that consists of three phases was proposed: Data Preprocessing Phase, Fusion Decision",2009,2009 International Conference on Multimedia …,,,,,,,7,https://ieeexplore.ieee.org/abstract/document/5371022/,"/scholar?cites=2463989071541135816&as_sdt=5,33&sciodt=0,33&hl=en"
Evaluating The Explainability of State-of-the-Art Machine Learning-based Online Network Intrusion Detection Systems,"['A Kumar', 'VLL Thing']",3) some NIDS models are more vulnerable to inductive bias than other models.  detector’s  decision-making process. A few works have also proposed ML-based attack detection systems,2024,arXiv preprint arXiv:2408.14040,,,,,,,0,https://arxiv.org/abs/2408.14040,
Enhancing database security through AI-based intrusion detection system,"['R Ahmad', 'H Salahuddin', 'AU Rehman']","This study shows that decentralized decision trees provide better  After some training using  decisions on DoS_attack_dataset,  Compared to decision trees, product confusion matrices",2024,Journal of Computing & …,,,,,,,21,https://jcbi.org/index.php/Main/article/view/563,"/scholar?cites=13280585407118095851&as_sdt=5,33&sciodt=0,33&hl=en"
An Improved Intrusion Detection Technique based on two Strategies Using Decision Tree and Neural Network.,"['M Bahrololum', 'E Salahi', 'M Khaleghi']","detection and use both neural network (NN) and decision tree (DT) for intrusion detection.  While DTs are highly successful in detecting known attacks, NNs are more interesting to detect",2009,J. Convergence Inf. Technol.,,,,,,,29,https://www.academia.edu/download/108573230/vo4iss4paper14.pdf,"/scholar?cites=6739667130419640796&as_sdt=5,33&sciodt=0,33&hl=en"
A decision tree algorithm for distributed data mining: Towards network intrusion detection,"['S Baik', 'J Bala']",This paper provided a significant approach for distributed learning of decision trees in the  intrusion detection domain. The approach is to integrate inductive generalization and agent-,2004,… Conference on Computational Science and Its …,,,,,,,49,https://link.springer.com/chapter/10.1007/978-3-540-24768-5_22,"/scholar?cites=1383161974779313505&as_sdt=5,33&sciodt=0,33&hl=en"
A novel network intrusion detection system based on CNN,"['L Chen', 'X Kuang', 'A Xu', 'S Suo']","by combining support vector machine, Bayes and decision tree [1]; some researchers carry   Some researchers build intrusion detection systems with deep belief networNs [3], while",2020,2020 eighth international …,,,,,,,66,https://ieeexplore.ieee.org/abstract/document/9406934/,"/scholar?cites=18349390474982383191&as_sdt=5,33&sciodt=0,33&hl=en"
Evaluating The Explainability of State-of-the-Art Machine Learning-based IoT Network Intrusion Detection Systems,"['A Kumar', 'VLL Thing']","why the underlying models make their decisions. In this work,  Using the explanations  generated for the models' decisions,  The results show that: (1) some ML-based IoT NIDS models",2024,arXiv e-prints,,,,,,,1,https://ui.adsabs.harvard.edu/abs/2024arXiv240814040K/abstract,"/scholar?cites=6393900905323470365&as_sdt=5,33&sciodt=0,33&hl=en"
Multistage ensembled classifier for wireless intrusion detection system,"['DS Vijayakumar', 'S Ganapathy']",These solicitations successful figuring’s and systems that can recognize and take way better  decisions practically increasingly current ambushes. A couple of AI based methodologies,2022,Wireless Personal Communications,,,,,,,14,https://link.springer.com/article/10.1007/s11277-021-08917-y,"/scholar?cites=10879488749848814995&as_sdt=5,33&sciodt=0,33&hl=en"
A deep learning methods for intrusion detection systems based machine learning in MANET,"['S Laqtib', 'KE Yassini', 'ML Hasnaoui']","that these cluster heads work in some way as central point’s  concept applies to intrusion  detection systems where there is  , ie monitoring and deciding on intrusions detected locally. A",2019,Proceedings of the 4th international …,,,,,,,41,https://dl.acm.org/doi/abs/10.1145/3368756.3369021,"/scholar?cites=5138905255255458267&as_sdt=5,33&sciodt=0,33&hl=en"
Machine learning-driven intrusion detection for Contiki-NG-based IoT networks exposed to NSL-KDD dataset,"['J Liu', 'B Kantarci', 'C Adams']","tree establishes a tree-like model of decisions in the form of if-else rules. [3] • XGBoost – This  is  • Port Scan – In TCP port scan, upon completion of the threeway TCP handshake, if the",2020,Proceedings of the 2nd ACM workshop on …,,,,,,,116,https://dl.acm.org/doi/abs/10.1145/3395352.3402621,"/scholar?cites=16064646672871758697&as_sdt=5,33&sciodt=0,33&hl=en"
Adaptive machine learning‐based alarm reduction via edge computing for distributed intrusion detection systems,"['Y Wang', 'W Meng', 'W Li', 'Z Liu', 'Y Liu']","and cloud-based intrusion detection in Section 2. Section 3 introduces the background of   Similar to the studies of Meng et al,10, 58 we define a decision value to determine the best",2019,… Practice and Experience,,,,,,,88,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.5101,"/scholar?cites=7585322252637818583&as_sdt=5,33&sciodt=0,33&hl=en"
SCADA intrusion detection scheme exploiting the fusion of modified decision tree and Chi-square feature selection,"['LAC Ahakonye', 'CI Nwakanma', 'JM Lee', 'DS Kim']",This study aims to create an ideal intrusion detection model with a high detection rate by  using a feature reduction technique (Chi-Square) to find appropriate features in IDS with ML,2023,Internet of Things,,,,,,,50,https://www.sciencedirect.com/science/article/pii/S2542660522001573,"/scholar?cites=8952419888476608464&as_sdt=5,33&sciodt=0,33&hl=en"
Dendron: Genetic trees driven rule induction for network intrusion detection systems,"['D Papamartzivanos', 'FG Mármol']","Our methodology takes advantage of both Decision Trees and Genetic Algorithms for the   In this section, we evaluate Dendron using the three aforementioned intrusion detection",2018,… Computer Systems,,,,,,,140,https://www.sciencedirect.com/science/article/pii/S0167739X16305465,"/scholar?cites=11136065540077194979&as_sdt=5,33&sciodt=0,33&hl=en"
A survey of intrusion detection systems,"['DJ Brown', 'B Suckow', 'T Wang']",decision in any HIDS is therefore choosing the appropriate system characteristics to monitor.  This decision  a veritable cornucopia of intrusion detection systems and discussed the,2002,Department of Computer Science …,,,,,,,79,http://cseweb.ucsd.edu/classes/fa01/cse221/projects/group10.pdf,"/scholar?cites=15871656621495428833&as_sdt=5,33&sciodt=0,33&hl=en"
Improving the accuracy of intrusion detection systems by using the combination of machine learning approaches,"['H Sarvari', 'MM Keikha']","1 Intrusion Detection System Decision trees one of the most powerful and effective ways  of detecting attacks especially in anomaly detections [5, 6, 7]. Another anomaly",2010,2010 international conference of soft …,,,,,,,26,https://ieeexplore.ieee.org/abstract/document/5686163/,"/scholar?cites=15143320198324176846&as_sdt=5,33&sciodt=0,33&hl=en"
A novel two-stage deep learning model for efficient network intrusion detection,"['FA Khan', 'A Gumaei', 'A Derhab', 'A Hussain']","intrusion detection with two modes of operations, ie, two-class and multiclass intrusion  detection Kannan, “Decision tree based light weight intrusion detection using a wrapper approach,",2019,Ieee Access,,,,,,,386,https://ieeexplore.ieee.org/abstract/document/8643036/,"/scholar?cites=3146080146369948422&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection systems using support vector machines on the kddcup'99 and nsl-kdd datasets: A comprehensive survey,"['MK Ngueajio', 'G Washington', 'DB Rawat']",Three ways are used to combine these experts’ opinions and  is used to produce and obtain  decision rules for new attacks and to  a method for intrusion detection using a Decision-Tree-,2022,… SAI Intelligent Systems …,,,,,,,25,https://link.springer.com/chapter/10.1007/978-3-031-16078-3_42,"/scholar?cites=195614842355485312&as_sdt=5,33&sciodt=0,33&hl=en"
A survey on Intrusion Detection Systems and Honeypot based proactive security mechanisms in VANETs and VANET Cloud,"['S Sharma', 'A Kaul']","Intrusion Detection System (LIDS) in which the IDS is deployed on each vehicle in the cluster,  Global Intrusion Detection  ) of every cluster and finally a Global Decision System (GDS) in",2018,Vehicular communications,,,,,,,216,https://www.sciencedirect.com/science/article/pii/S2214209617302784,"/scholar?cites=13069351084350041558&as_sdt=5,33&sciodt=0,33&hl=en"
Efficient feature selection for intrusion detection systems,"['SS Ahmadi', 'S Rashad']",for decision trees are the ID3 and C4.5 algorithms. Both algorithms build decision trees based   The experiments for making decision tree in this paper are carried on scikit-learn library in,2019,2019 IEEE 10th Annual …,,,,,,,22,https://ieeexplore.ieee.org/abstract/document/8992960/,"/scholar?cites=6284779667722401511&as_sdt=5,33&sciodt=0,33&hl=en"
Adversarial robust and explainable network intrusion detection systems based on deep learning,"['K Sauka', 'GY Shin', 'DW Kim', 'MM Han']","In this section, we first examined the detection capabilities of the baseline model; Decision  Tree Classifier, Random Forest Classifier, Linear SVM Classifier, and the baseline MLP",2022,Applied Sciences,,,,,,,22,https://www.mdpi.com/2076-3417/12/13/6451,"/scholar?cites=16194443329522088183&as_sdt=5,33&sciodt=0,33&hl=en"
Ensemble-distributed approach in classification problem solution for intrusion detection systems,"['V Bukhtoyarov', 'V Zhukov']","the individual classifier’s decisions. In this paper we propose a new three-level approach,   approach as a basis for distributed intrusion detection systems. This approach assumes that",2014,… and Automated Learning–IDEAL 2014: 15th …,,,,,,,45,https://link.springer.com/chapter/10.1007/978-3-319-10840-7_32,"/scholar?cites=6533640788998004092&as_sdt=5,33&sciodt=0,33&hl=en"
Network intrusion detection system using data mining,"['LML de Campos', 'RCL de Oliveira']","our research as proposed by [3] and then we proposed some improvements changes in the   the problem of Intrusion Detection using data mining, Initially, we tested a Decision Tree and",2012,… Applications of Neural …,,,,,,,17,https://link.springer.com/chapter/10.1007/978-3-642-32909-8_11,"/scholar?cites=6153797524828825395&as_sdt=5,33&sciodt=0,33&hl=en"
A hybrid trust based intrusion detection system for wireless sensor networks,"['MM Ozcelik', 'E Irmak', 'S Ozdemir']",Intrusion Detection System (IDS) for clustered WSNs is proposed. The proposed IDS is based  on functional reputation and misuse detection  for making centralized decisions about the,2017,… International symposium on …,,,,,,,48,https://ieeexplore.ieee.org/abstract/document/8071998/,"/scholar?cites=2595767236813660336&as_sdt=5,33&sciodt=0,33&hl=en"
A novel intrusion detection system based on hierarchical clustering and support vector machines,"['SJ Horng', 'MY Su', 'YH Chen', 'TW Kao', 'RJ Chen']","This study proposed an SVM-based intrusion detection system,  intrusion detection systems  that are based on the same dataset, this system showed better performance in the detection",2011,Expert systems with …,,,,,,,667,https://www.sciencedirect.com/science/article/pii/S0957417410005701,"/scholar?cites=15803559189016217672&as_sdt=5,33&sciodt=0,33&hl=en"
Detection of adversarial attacks in AI-based intrusion detection systems using explainable AI,"['E Tcydenova', 'TW Kim', 'C Lee', 'JH Park']",decision for some particular input) [23]. LIME generates a new dataset by permuting the original  data records and then makes decisions  black box model’s decision for some inputs [24].,2021,Human-Centric Comput Inform …,,,,,,,31,http://hcisj.com/data/file/article/2021091501/11-35.pdf,"/scholar?cites=14631954043323186616&as_sdt=5,33&sciodt=0,33&hl=en"
Comparative analysis of machine learning algorithms for intrusion detection,"['V Pai', 'ND Adesh']",detect the intrusion in network. NSLKDD dataset consist of several attributes which gives the  features of network-based intrusion detection systems.  A decision tree is composed of three,2021,IOP Conference Series: Materials Science …,,,,,,,24,https://iopscience.iop.org/article/10.1088/1757-899X/1013/1/012038/meta,"/scholar?cites=13928972901044601224&as_sdt=5,33&sciodt=0,33&hl=en"
A survey and comparative analysis of data mining techniques for network intrusion detection systems,"['R Patel', 'A Thakkar', 'A Ganatra']",implement an intrusion detection system such as Decision Trees systems to detect intrusion  is provided and current research challenges are pointed out in the field of intrusion detection,2012,International Journal of Soft Computing …,,,,,,,59,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=53d100d0d1b80d47348ddc198b8dfb442d546789,"/scholar?cites=17313885610547454192&as_sdt=5,33&sciodt=0,33&hl=en"
Network intrusion detection system using random forest and decision tree machine learning techniques,"['TT Bhavani', 'MK Rao', 'AM Reddy']","In this paper, a mix of the decision tree and random forest algorithms is proposed to order   and decision tree machine learning techniques is utilized for system interruption discovery.",2019,First International Conference on …,,,,,,,79,https://link.springer.com/chapter/10.1007/978-981-15-0029-9_50,"/scholar?cites=11149619921681312377&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection model based on ensemble learning for U2R and R2L attacks,"['P Sornsuwit', 'S Jaiyen']","At present, intrusion detection systems have been developed  for detecting network intrusion  data, which are difficult to detect.  Decision trees are commonly used in operation research",2015,2015 7th international conference on …,,,,,,,58,https://ieeexplore.ieee.org/abstract/document/7408971/,"/scholar?cites=6096043678622513076&as_sdt=5,33&sciodt=0,33&hl=en"
Distributed intrusion detection systems: a computational intelligence approach,"['A Abraham', 'J Thomas']","By adding decision nodes and utility nodes, BN models can also be extended to decision  networks for decision analysis. Several other advantages of BN are explicit uncertainty",2006,Applications of information systems to …,,,,,,,89,https://www.igi-global.com/chapter/distributed-intrusion-detection-systems/5148,"/scholar?cites=11630296211554300571&as_sdt=5,33&sciodt=0,33&hl=en"
Overview of intrusion detection and intrusion prevention,"['M Guimaraes', 'M Murray']",mail Exploit Detection Engine that has many characteristics of an Intrusion Prevention System  what should be taken into consideration when deciding on an Intrusion Prevention System.,2008,Proceedings of the 5th annual conference on …,,,,,,,35,https://dl.acm.org/doi/abs/10.1145/1456625.1456638,"/scholar?cites=16350169668880638190&as_sdt=5,33&sciodt=0,33&hl=en"
In-vehicle intrusion detection system on controller area network with machine learning models,"['SC Kalkan', 'OK Sahingoz']","With developing sensor technology, smart cars can monitor more systems and blend these  systems with some decision-support structures. Within the framework of this definition, the",2020,2020 11th International Conference …,,,,,,,38,https://ieeexplore.ieee.org/abstract/document/9225442/,"/scholar?cites=4452905357565824679&as_sdt=5,33&sciodt=0,33&hl=en"
Towards intrusion detection in wireless sensor networks,"['K Ioannis', 'T Dimitriou', 'FC Freiling']",,2007,Proc. of the 13th European Wireless …,,,,,,,207,,"/scholar?cites=14210249538660316755&as_sdt=5,33&sciodt=0,33&hl=en"
Evaluating standard feature sets towards increased generalisability and explainability of ML-based network intrusion detection,"['M Sarhan', 'S Layeghy', 'M Portmann']","to interpret the decisions of the NIDS. To their knowledge, this is the first paper in the intrusion  detection field to utilise the SHAP method in understanding the judgement and structure of",2022,Big Data Research,,,,,,,68,https://www.sciencedirect.com/science/article/pii/S2214579622000533,"/scholar?cites=10823424460864265940&as_sdt=5,33&sciodt=0,33&hl=en"
Study on decision tree and KNN algorithm for intrusion detection system,"['A Pathak', 'S Pathak']",Some work on feature selection for intrusion detection system are done in [3-4]. Reference  [ This paper will study Decision tree and KNN and will apply Univariate feature selection with,2020,International Journal of Engineering …,,,,,,,28,https://www.academia.edu/download/91101318/study-on-decision-tree-and-knn-algorithm-for-intrusion-detection-system-IJERTV9IS050303.pdf,"/scholar?cites=6429532614719971379&as_sdt=5,33&sciodt=0,33&hl=en"
An improved ensemble based intrusion detection technique using XGBoost,"['BS Bhati', 'G Chugh', 'F Al‐Turjman']","forest” was in use, in which the same data was provided to some decision trees, which  led to training each decision tree and calculating the average accuracy of each decision tree.",2021,Transactions on …,,,,,,,104,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.4076,"/scholar?cites=15815623022456348527&as_sdt=5,33&sciodt=0,33&hl=en"
Data mining techniques in intrusion detection systems: A systematic literature review,"['F Salo', 'M Injadat', 'AB Nassif', 'A Shami', 'A Essex']","Elouedi, “Naive bayes vs decision trees in intrusion detection systems,” in Proceedings of  the 2004 ACM Symposium on Applied Computing, ser. SAC ’04. New York, NY, USA: ACM,",2018,IEEE Access,,,,,,,147,https://ieeexplore.ieee.org/abstract/document/8476553/,"/scholar?cites=4179746934242238311&as_sdt=5,33&sciodt=0,33&hl=en"
CAN security: Cost-effective intrusion detection for real-time control systems,"['S Otsuka', 'T Ishigooka', 'Y Oishi', 'K Sasazawa']",We propose the “delayed-decision cycle detection” method for improving a conventional   Figure 3 (b) illustrates the intrusion detection process of a spoofing attack. After the ECU has,2014,SAE International,,,,,,,45,https://books.google.com/books?hl=en&lr=&id=33d0EAAAQBAJ&oi=fnd&pg=PA21&dq=three+way+decision+in+intrusion+detection+systems&ots=6pu8pV-xhs&sig=xvC-47LJNy_C-x2o6S1P-WYHJKc,"/scholar?cites=10661006797965591603&as_sdt=5,33&sciodt=0,33&hl=en"
Phases vs. levels using decision trees for intrusion detection systems,"['HE Ibrahim', 'SM Badr', 'MA Shaheen']",Intrusion detection system is one of the security defense tools for computer networks. This   Approaches for representing intrusion detection system by using decision tree techniques.,2012,arXiv preprint arXiv:1208.5997,,,,,,,11,https://arxiv.org/abs/1208.5997,"/scholar?cites=8074954286083013055&as_sdt=5,33&sciodt=0,33&hl=en"
LIDeA: a distributed lightweight intrusion detection architecture for sensor networks,"['I Krontiris', 'T Giannetsos', 'T Dimitriou']","Here, however, we have decided to keep things simple and deal with this problem implicitly  by relying on residual paths amongst the nodes (although we plan to investigate the syn",2008,Proceedings of the 4th …,,,,,,,117,https://dl.acm.org/doi/abs/10.1145/1460877.1460903,"/scholar?cites=6129176506091308385&as_sdt=5,33&sciodt=0,33&hl=en"
"An effective way of cloud intrusion detection system using decision tree, support vector machine and Naïve bayes algorithm","['T Nathiya', 'G Suseendran']","If any unknown data found, Intrusion Detection System detects  (SVM), Naive Bayes, and  decision tree (J48) algorithms for  about the network intrusion detector using machine learning",2018,International Journal of Recent …,,,,,,,15,https://www.researchgate.net/profile/Suseendran-G/publication/331100570_An_effective_way_of_cloud_intrusion_detection_system_using_decision_tree_support_vector_machine_and_naive_bayes_algorithm/links/5cd60f03a6fdccc9dd9f5ff1/An-effective-way-of-cloud-intrusion-detection-system-using-decision-tree-support-vector-machine-and-naive-bayes-algorithm.pdf,"/scholar?cites=1913056037433827375&as_sdt=5,33&sciodt=0,33&hl=en"
Modeling intrusion detection systems using linear genetic programming approach,"['S Mukkamala', 'AH Sung', 'A Abraham']","intrusion detection systems and indentifying the key features that help in deciding whether a  connection is intrusive or  of intrusion detection like training and testing times, scalability and",2004,… of Applied Intelligent Systems,,,,,,,144,https://link.springer.com/chapter/10.1007/978-3-540-24677-0_65,"/scholar?cites=7831009119263519598&as_sdt=5,33&sciodt=0,33&hl=en"
Eigenconnections to intrusion detection,"['Y Bouzida', 'S Gombault']","we deal with, decision trees and nearest neighbor, and we show the contribution of our  approach to alleviate the decision process. We rely on some experiments we perform over",2004,IFIP International Information Security Conference,,,,,,,34,https://link.springer.com/chapter/10.1007/1-4020-8143-x_16,"/scholar?cites=1682761246706358161&as_sdt=5,33&sciodt=0,33&hl=en"
Asynchronous alert correlation in multi-agent intrusion detection systems,"['V Gorodetsky', 'O Karsaev', 'V Samoilov']",solves intrusion detection task: it combines decisions of  The last model of data ageing is  used in the intrusion detection  nique for learning of decision combining algorithm is necessary.,2005,"… -28, 2005. Proceedings 3",,,,,,,27,https://link.springer.com/chapter/10.1007/11560326_28,"/scholar?cites=6770820721225137012&as_sdt=5,33&sciodt=0,33&hl=en"
"An optimization model for appraising intrusion-detection systems for network security communications: Applications, challenges, and solutions","['M Abdel-Basset', 'A Gamal', 'KM Sallam', 'I Elgendi']","from a harmful act by some people. The value of the data can be violated in three ways: privacy,   In decision-making approaches, some parameters are defined subjectively based on the",2022,Sensors,,,,,,,7,https://www.mdpi.com/1424-8220/22/11/4123,"/scholar?cites=10091192515966689593&as_sdt=5,33&sciodt=0,33&hl=en"
Leveraging grad-cam to improve the accuracy of network intrusion detection systems,"['FP Caforio', 'G Andresini', 'G Vessio', 'A Appice']","the accuracy of the CNN decisions in a post-hoc way. In particular, we perform  decisions  compared to competitive approaches adopted by recent literature on network intrusion detection",2021,… on Discovery Science,,,,,,,13,https://link.springer.com/chapter/10.1007/978-3-030-88942-5_30,"/scholar?cites=7898298783898216034&as_sdt=5,33&sciodt=0,33&hl=en"
Research in intrusion-detection systems: A survey,['S Axelsson'],"What audit data do we need to make a sound decision from an intrusion detection perspective?  How do we collect, store, prune, and transmit this audit data, efficiently and effectively?",1998,,,,,,,,376,https://www.engineering.iastate.edu/~guan/course/backup-0982/CprE-536-Fall-2004/paperreadinglist/intrusion/ids_research_survey.pdf,"/scholar?cites=1824352286250079715&as_sdt=5,33&sciodt=0,33&hl=en"
RIDS: Real-time intrusion detection system for WPA3 enabled enterprise networks,"['R Saini', 'D Halder', 'AM Baswade']",a few techniques for intrusion detection. We propose a Real-time Intrusion Detection System  (RIDS)  We decided to choose the Decision Tree Classifier to predict the occurrence of an,2022,GLOBECOM 2022-2022 …,,,,,,,14,https://ieeexplore.ieee.org/abstract/document/10001501/,"/scholar?cites=3303276574001805045&as_sdt=5,33&sciodt=0,33&hl=en"
Ensembles of decision trees for network intrusion detection systems,"['A Balon-Perin', 'B Gambäck']",Intrusion detection systems (IDSs) are monitoring devices that have been added to the wall   Here we will focus on network intrusion detection systems mainly because they can detect,2013,International Journal on Advances in Security,,,,,,,14,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b2f935c8035ba66ead8b40a4a07992ce01dc27e7#page=69,"/scholar?cites=1731865285924032711&as_sdt=5,33&sciodt=0,33&hl=en"
A survey of intrusion detection systems for wireless sensor networks,"['AH Farooqi', 'FA Khan']",We also notice that the decision making about declaring a sensor node as malicious or not  also differs from each other. The rest of the paper is organised as follows: Section 2 provides,2012,International Journal of Ad Hoc and …,,,,,,,55,https://www.inderscienceonline.com/doi/abs/10.1504/IJAHUC.2012.045549,"/scholar?cites=14383764900016755780&as_sdt=5,33&sciodt=0,33&hl=en"
Recent advancements in intrusion detection systems for the internet of things,"['ZA Khan', 'P Herrmann']",", and the decision about intrusions is made  Intrusion Detection Systems in the Internet of  Things. In particular, we presented a number of solutions directly developed for IoT systems as",2019,Security and Communication Networks,,,,,,,53,https://onlinelibrary.wiley.com/doi/abs/10.1155/2019/4301409,"/scholar?cites=11406610610738610321&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection a text mining based approach,"['G RajeshKumar', 'N Mangathayaru']","In the decision based problems, we must output the decision as yes or no, true or false, etc.  Intrusion detection may be considered as the decision problem where we need to classify if",2016,arXiv preprint arXiv …,,,,,,,45,https://arxiv.org/abs/1603.03837,"/scholar?cites=2084083610076826213&as_sdt=5,33&sciodt=0,33&hl=en"
An end-to-end framework for machine learning-based network intrusion detection system,"['GDC Bertoli', 'LAP Júnior', 'O Saotome']","intrusion detection systems from conception to operation. As a result, we see a constant  adoption of machine learning algorithms for network intrusion detection systems the decision tree",2021,IEEE …,,,,,,,96,https://ieeexplore.ieee.org/abstract/document/9501960/,"/scholar?cites=4642711510060029815&as_sdt=5,33&sciodt=0,33&hl=en"
The role of decision tree technique for automating intrusion detection system,"['N Jain', 'S Sharma']","Intrusion detection is a mechanism of providing  some existing mechanisms for Intrusion  detection, there is need to improve the performance. Data mining techniques, such as decision",2012,International Journal of Computational Engineering …,,,,,,,11,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=3d276535609bd28563dfb6c57e7ea67e7a54233d,"/scholar?cites=6789972460912035721&as_sdt=5,33&sciodt=0,33&hl=en"
A GA-LR wrapper approach for feature selection in network intrusion detection,"['C Khammassi', 'S Krichen']","Decision Trees (DTs) have been used in intrusion detection by applying different algorithms.  The best known algorithms for implementing DTs are Iterative Dichotomiser 3 (ID3), C4.5 (",2017,computers & security,,,,,,,425,https://www.sciencedirect.com/science/article/pii/S0167404817301244,"/scholar?cites=15898709893334407739&as_sdt=5,33&sciodt=0,33&hl=en"
An intrusion detection method based on decision tree,"['Y Liu', 'N Li', 'L Shi', 'F Li']","-Tree method is discussed in this paper, and the method is used to intrusion detection,  which solves the problem that traditional decision tree cannot process large-scale complicated",2010,2010 International Conference on E …,,,,,,,14,https://ieeexplore.ieee.org/abstract/document/5496597/,"/scholar?cites=4307436970536157197&as_sdt=5,33&sciodt=0,33&hl=en"
Deep Learning based Optimal Multimodal Fusion Framework for Intrusion Detection Systems for Healthcare Data.,"['PT Nguyen', 'VDB Huynh', 'KD Vo']","Intrusion Detection Systems (IDS). In this regard, since singularmodality is not adequate to  attain high detection  merges all the decisions arrived from several local detectors to achieve",2021,Computers …,,,,,,,29,https://pdfs.semanticscholar.org/2f76/94e6eb335ecb5a1e409b49115cd04db58e21.pdf,"/scholar?cites=5973332061170339124&as_sdt=5,33&sciodt=0,33&hl=en"
Ant colony induced decision trees for intrusion detection,"['FH Botes', 'L Leenen']",intrusion detection systems and the different detection methodologies used in order to detect   techniques such as decision trees and ant colony optimization in the intrusion domain.,2017,16th European Conference …,,,,,,,40,https://books.google.com/books?hl=en&lr=&id=uFA8DwAAQBAJ&oi=fnd&pg=PA53&dq=three+way+decision+in+intrusion+detection+systems&ots=YUqWhDTo3D&sig=l_K6_h56wXrURow3mac1Vr9VVcs,"/scholar?cites=8393875299974236025&as_sdt=5,33&sciodt=0,33&hl=en"
Towards near-real-time intrusion detection for IoT devices using supervised learning and apache spark,"['V Morfino', 'S Rampone']","We also report a very short training time (23.22 sec for Decision Tree with 2 million rows).  The experiments also show a very low application time (0.13 sec for over than 600,000",2020,Electronics,,,,,,,71,https://www.mdpi.com/2079-9292/9/3/444,"/scholar?cites=6675086593376665188&as_sdt=5,33&sciodt=0,33&hl=en"
Survey: using genetic algorithm approach in intrusion detection systems techniques,"['S Owais', 'V Snasel', 'P Kromer']",Intrusion detection systems (IDS) offer techniques for modeling  to model fast and efficient  intrusion detection systems. The perfor decision trees and support vector machines in terms of,2008,… Information Systems …,,,,,,,56,https://ieeexplore.ieee.org/abstract/document/4557881/,"/scholar?cites=3111147707083936222&as_sdt=5,33&sciodt=0,33&hl=en"
An efficient network intrusion detection,"['CM Chen', 'YL Chen', 'HC Lin']",The subset of 1998 DARPA intrusion detection dataset preprocessed by the Columbia  University is used to evaluate the performance of the decision fusion method. The proposed,2010,Computer communications,,,,,,,93,https://www.sciencedirect.com/science/article/pii/S0140366409002758,"/scholar?cites=13930232211011824085&as_sdt=5,33&sciodt=0,33&hl=en"
Hybrid intrusion detection system based on the stacking ensemble of c5 decision tree classifier and one class support vector machine,"['A Khraisat', 'I Gondal', 'P Vamplew', 'J Kamruzzaman']","intrusion detection accuracy. In this research, two machine learning techniques, namely   decision tree c5 and one class SVM classifier, were chosen to build the intrusion detection",2020,Electronics,,,,,,,191,https://www.mdpi.com/2079-9292/9/1/173,"/scholar?cites=4112531866679825250&as_sdt=5,33&sciodt=0,33&hl=en"
DMAIDPS: A distributed multi-agent intrusion detection and prevention system for cloud IoT environments,"['A Javadpour', 'P Pinto', ""F Ja'fari"", 'W Zhang']","In this section, we present some important definitions in the field of intrusion detection. The   The agents also use association rules for making decision in our proposed detection method",2023,Cluster Computing,,,,,,,51,https://link.springer.com/article/10.1007/s10586-022-03621-3,"/scholar?cites=390572526592349950&as_sdt=5,33&sciodt=0,33&hl=en"
